Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
AveragePlayer,2500,0.1,0.5,Straight,1225,919,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.5,Straight,6262,15905,15955,16030,16055,16130,16205,16255,16330,16405
AveragePlayer,2500,0.1,0.5,Flush,2105,1856,1392,1044,783,588,494,444,333,250
AveragePlayer,2500,0.1,0.5,Flush,2450,1838,690,518,370,320,240,190,140,90
AveragePlayer,2500,0.1,0.5,Flush,2450,1110,480,360,270,220,170,120,70,20
AveragePlayer,2500,0.1,0.5,Full house,2125,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.5,Full house,2450,2400,2350,1744,1694,1271,1221,916,866,650
AveragePlayer,2500,0.1,0.5,Full house,1875,1407,5268,4177,3108,2547,2091,1569,1519,1140
AveragePlayer,2500,0.1,0.5,Four-of-a-Kind,2450,2400,2350,803,753,565,515,465,415,365
AveragePlayer,2500,0.1,0.5,Four-of-a-Kind,2450,2311,990,940,705,655,605,555,505,455
AveragePlayer,2500,0.1,0.5,Four-of-a-Kind,2450,1838,324,243,193,143,93,43,43,43
AveragePlayer,2500,0.1,0.5,Straight flush,2450,2132,2082,376,245,195,145,95,45,45
AveragePlayer,2500,0.1,0.5,Straight flush,2450,2115,2065,2015,870,820,770,720,670,620
AveragePlayer,2500,0.1,0.5,Straight flush,2450,2400,1070,803,753,703,653,603,553,503
AveragePlayer,2500,0.1,0.9,High card,250,138,88,38,38,38,13,13,13,0
AveragePlayer,2500,0.1,0.9,High card,196,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,High card,225,97,47,47,47,47,47,47,0,0
AveragePlayer,2500,0.1,0.9,One pair,250,138,88,38,38,38,13,13,0,0
AveragePlayer,2500,0.1,0.9,One pair,210,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,One pair,250,138,88,38,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Two pair,1375,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Two pair,250,138,88,38,38,38,38,38,38,38
AveragePlayer,2500,0.1,0.9,Two pair,1325,715,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Three-of-a-Kind,224,124,74,24,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Three-of-a-Kind,196,108,58,8,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Straight,1325,133,83,33,8,8,8,8,8,8
AveragePlayer,2500,0.1,0.9,Straight,1325,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Straight,250,26,1,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Flush,1348,742,409,359,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Flush,2450,246,136,86,36,36,36,36,36,11
AveragePlayer,2500,0.1,0.9,Flush,2450,1348,136,86,36,36,36,0,0,0
AveragePlayer,2500,0.1,0.9,Full house,2450,1309,695,383,313,173,123,73,23,23
AveragePlayer,2500,0.1,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Full house,2075,2025,1975,171,121,71,21,21,0,0
AveragePlayer,2500,0.1,0.9,Four-of-a-Kind,250,200,150,100,50,50,25,25,0,0
AveragePlayer,2500,0.1,0.9,Four-of-a-Kind,2450,2135,2085,2035,889,839,789,739,689,639
AveragePlayer,2500,0.1,0.9,Four-of-a-Kind,2450,2400,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.1,0.9,Straight flush,2450,2112,1135,991,834,784,363,313,159,109
AveragePlayer,2500,0.1,0.9,Straight flush,2450,2092,2042,822,453,403,353,303,253,203
AveragePlayer,2500,0.1,0.9,Straight flush,2450,2400,1519,1469,1419,1369,1319,726,676,626
AveragePlayer,2500,0.5,0.1,High card,7100,17115,17165,17215,17290,17365,17440,17495,17570,17595
AveragePlayer,2500,0.5,0.1,High card,880,830,780,730,217,89,39,39,14,14
AveragePlayer,2500,0.5,0.1,High card,1249,313,263,213,163,113,63,13,13,13
AveragePlayer,2500,0.5,0.1,One pair,7850,14205,17085,17160,17210,17285,17360,17385,17460,17535
AveragePlayer,2500,0.5,0.1,One pair,1249,265,215,165,115,65,15,15,15,15
AveragePlayer,2500,0.5,0.1,One pair,1375,209,159,109,59,34,34,0,0,0
AveragePlayer,2500,0.5,0.1,Two pair,1000,927,877,320,270,220,170,120,70,20
AveragePlayer,2500,0.5,0.1,Two pair,1750,346,296,246,196,146,96,46,46,46
AveragePlayer,2500,0.5,0.1,Two pair,1375,219,169,119,69,19,0,0,0,0
AveragePlayer,2500,0.5,0.1,Three-of-a-Kind,6378,15378,17772,17847,17922,17962,18037,18087,18112,18177
AveragePlayer,2500,0.5,0.1,Three-of-a-Kind,1460,1410,202,152,102,52,2,0,0,0
AveragePlayer,2500,0.5,0.1,Three-of-a-Kind,6725,16305,16380,16455,16530,16605,16655,16730,16805,16880
AveragePlayer,2500,0.5,0.1,Straight,1000,930,860,790,740,670,600,530,460,390
AveragePlayer,2500,0.5,0.1,Straight,1189,1139,1083,1029,979,929,859,809,739,689
AveragePlayer,2500,0.5,0.1,Straight,2083,1251,124,74,24,0,0,0,0,0
AveragePlayer,2500,0.5,0.1,Flush,880,830,760,710,660,610,560,510,437,387
AveragePlayer,2500,0.5,0.1,Flush,2000,1200,247,197,197,147,97,47,22,22
AveragePlayer,2500,0.5,0.1,Flush,1670,1620,461,411,361,311,311,261,211,211
AveragePlayer,2500,0.5,0.1,Full house,2352,2302,1382,1332,1282,1232,1123,1073,1023,973
AveragePlayer,2500,0.5,0.1,Full house,950,855,805,755,705,655,585,535,485,435
AveragePlayer,2500,0.5,0.1,Full house,1000,950,900,850,800,447,167,117,67,17
AveragePlayer,2500,0.5,0.1,Four-of-a-Kind,1312,1262,1212,1162,100,100,50,50,50,0
AveragePlayer,2500,0.5,0.1,Four-of-a-Kind,2375,2325,608,558,508,458,408,358,308,308
AveragePlayer,2500,0.5,0.1,Four-of-a-Kind,2125,1055,1005,955,905,855,805,755,705,655
AveragePlayer,2500,0.5,0.1,Straight flush,1700,1355,1305,1255,1205,1155,1105,1055,917,847
AveragePlayer,2500,0.5,0.1,Straight flush,2105,2055,1953,1903,1853,1259,1209,1109,1059,1009
AveragePlayer,2500,0.5,0.1,Straight flush,2125,1972,1922,376,326,276,226,226,176,126
AveragePlayer,2500,0.5,0.5,High card,454,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,High card,571,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,One pair,565,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,One pair,8875,8925,9000,9075,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,One pair,625,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Two pair,565,424,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Three-of-a-Kind,1250,919,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Three-of-a-Kind,505,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Straight,505,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Straight,1875,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Flush,1875,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Flush,1855,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Flush,1225,919,690,640,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Full house,1850,926,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Full house,1210,908,681,474,356,0,0,0,0,0
AveragePlayer,2500,0.5,0.5,Full house,2125,1594,1171,1121,1071,785,735,552,0,0
AveragePlayer,2500,0.5,0.5,Four-of-a-Kind,2125,2075,1039,989,939,705,655,473,423,373
AveragePlayer,2500,0.5,0.5,Four-of-a-Kind,2085,931,881,661,611,440,312,234,184,134
AveragePlayer,2500,0.5,0.5,Four-of-a-Kind,8875,11110,11135,15293,15368,15443,15518,16444,16519,16544
AveragePlayer,2500,0.5,0.5,Straight flush,2450,2400,1800,1750,1275,957,718,501,451,401
AveragePlayer,2500,0.5,0.5,Straight flush,1818,1364,1023,749,562,512,347,261,211,161
AveragePlayer,2500,0.5,0.5,Straight flush,2450,1800,1332,1282,962,912,684,513,348,298
AveragePlayer,2500,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,High card,156,106,56,6,6,6,6,6,6,0
AveragePlayer,2500,0.5,0.9,High card,196,108,58,8,8,8,8,8,0,0
AveragePlayer,2500,0.5,0.9,One pair,250,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,One pair,250,110,40,40,40,40,40,15,15,15
AveragePlayer,2500,0.5,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Two pair,6250,626,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Two pair,2509,251,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Three-of-a-Kind,250,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Three-of-a-Kind,250,138,88,38,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Straight,210,116,66,16,16,16,16,16,16,16
AveragePlayer,2500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Flush,250,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Flush,210,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Four-of-a-Kind,2104,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.5,0.9,Four-of-a-Kind,250,200,150,100,50,50,0,0,0,0
AveragePlayer,2500,0.5,0.9,Four-of-a-Kind,1750,176,97,47,47,47,47,22,0,0
AveragePlayer,2500,0.5,0.9,Straight flush,2450,190,105,55,55,55,5,5,5,5
AveragePlayer,2500,0.5,0.9,Straight flush,224,124,74,24,24,24,24,24,0,0
AveragePlayer,2500,0.5,0.9,Straight flush,1330,1280,704,388,338,186,136,86,36,36
AveragePlayer,2500,0.9,0.1,High card,1000,903,833,763,693,623,553,483,413,343
AveragePlayer,2500,0.9,0.1,High card,940,870,800,730,646,590,520,447,377,307
AveragePlayer,2500,0.9,0.1,High card,6760,16579,16604,16672,16747,16797,16822,16847,16872,16922
AveragePlayer,2500,0.9,0.1,One pair,7590,15230,15305,15355,15405,15480,15505,15530,15605,15680
AveragePlayer,2500,0.9,0.1,One pair,1000,30,30,30,30,30,30,30,5,5
AveragePlayer,2500,0.9,0.1,One pair,8575,7291,8849,10763,13060,15772,15847,15913,15988,16063
AveragePlayer,2500,0.9,0.1,Two pair,1500,106,56,6,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.1,Two pair,1395,1059,1007,933,863,793,723,627,557,487
AveragePlayer,2500,0.9,0.1,Two pair,880,565,495,425,355,305,255,205,155,105
AveragePlayer,2500,0.9,0.1,Three-of-a-Kind,1000,930,860,790,740,670,600,547,477,327
AveragePlayer,2500,0.9,0.1,Three-of-a-Kind,8075,14635,14685,17721,17753,17828,17903,17978,18028,18103
AveragePlayer,2500,0.9,0.1,Three-of-a-Kind,1410,293,243,193,143,93,43,43,43,43
AveragePlayer,2500,0.9,0.1,Straight,940,870,800,730,660,590,513,463,393,323
AveragePlayer,2500,0.9,0.1,Straight,1000,227,177,127,77,27,27,27,27,27
AveragePlayer,2500,0.9,0.1,Straight,880,830,741,671,601,548,478,408,338,288
AveragePlayer,2500,0.9,0.1,Flush,940,870,779,729,679,609,539,469,399,349
AveragePlayer,2500,0.9,0.1,Flush,1500,550,480,430,360,290,240,190,140,115
AveragePlayer,2500,0.9,0.1,Flush,1500,585,535,465,395,325,275,225,155,105
AveragePlayer,2500,0.9,0.1,Full house,2375,1360,352,302,252,202,152,102,52,2
AveragePlayer,2500,0.9,0.1,Full house,7400,17835,17910,17985,18035,18060,18110,18135,18185,18260
AveragePlayer,2500,0.9,0.1,Full house,980,910,364,314,264,214,164,114,64,14
AveragePlayer,2500,0.9,0.1,Four-of-a-Kind,1315,65,15,15,15,15,15,15,15,15
AveragePlayer,2500,0.9,0.1,Four-of-a-Kind,1249,1199,94,44,19,19,19,0,0,0
AveragePlayer,2500,0.9,0.1,Four-of-a-Kind,2063,1823,1823,338,168,118,68,43,43,43
AveragePlayer,2500,0.9,0.1,Straight flush,990,940,890,840,790,740,690,640,590,540
AveragePlayer,2500,0.9,0.1,Straight flush,1000,950,440,390,340,290,240,190,140,90
AveragePlayer,2500,0.9,0.1,Straight flush,6105,6055,5705,4670,4437,4192,1096,1046,996,946
AveragePlayer,2500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Flush,8775,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Full house,6950,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.5,Full house,454,341,256,192,122,72,22,22,0,0
AveragePlayer,2500,0.9,0.5,Four-of-a-Kind,511,365,274,138,69,19,0,0,0,0
AveragePlayer,2500,0.9,0.5,Four-of-a-Kind,454,341,237,187,137,87,37,37,37,12
AveragePlayer,2500,0.9,0.5,Four-of-a-Kind,1160,1110,833,625,575,432,324,274,224,168
AveragePlayer,2500,0.9,0.5,Straight flush,1149,862,647,486,346,296,246,196,146,96
AveragePlayer,2500,0.9,0.5,Straight flush,511,384,288,238,188,138,88,38,38,38
AveragePlayer,2500,0.9,0.5,Straight flush,514,239,189,139,89,39,39,39,39,39
AveragePlayer,2500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,One pair,184,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Flush,210,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Full house,196,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Full house,196,108,58,33,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Four-of-a-Kind,250,110,60,10,10,10,10,0,0,0
AveragePlayer,2500,0.9,0.9,Four-of-a-Kind,250,200,110,60,10,10,10,10,10,10
AveragePlayer,2500,0.9,0.9,Four-of-a-Kind,250,0,0,0,0,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Straight flush,250,138,88,38,38,0,0,0,0,0
AveragePlayer,2500,0.9,0.9,Straight flush,250,138,76,26,1,1,1,1,1,1
AveragePlayer,2500,0.9,0.9,Straight flush,156,106,56,31,31,31,31,31,31,0
AveragePlayer,5000,0.1,0.1,High card,13325,11267,18916,23741,28534,32860,32935,34631,34706,34781
AveragePlayer,5000,0.1,0.1,High card,2750,2000,178,128,78,28,28,28,28,28
AveragePlayer,5000,0.1,0.1,High card,2687,725,675,625,575,525,475,425,375,325
AveragePlayer,5000,0.1,0.1,One pair,11243,9416,8380,22713,26434,29247,32365,35701,35776,35851
AveragePlayer,5000,0.1,0.1,One pair,1820,1729,1643,1561,1460,1410,1360,1310,1260,1210
AveragePlayer,5000,0.1,0.1,One pair,14100,11916,17966,25442,28061,28136,34107,34182,35966,36041
AveragePlayer,5000,0.1,0.1,Two pair,3370,1650,1568,1490,1440,1390,1340,1290,1240,1190
AveragePlayer,5000,0.1,0.1,Two pair,3450,1289,1239,1189,1130,1080,1026,976,926,620
AveragePlayer,5000,0.1,0.1,Two pair,14075,11966,10745,6382,13177,24090,29021,34875,36692,36742
AveragePlayer,5000,0.1,0.1,Three-of-a-Kind,3930,1258,1208,1158,1108,1058,1008,958,908,838
AveragePlayer,5000,0.1,0.1,Three-of-a-Kind,3433,886,836,786,700,650,600,550,500,430
AveragePlayer,5000,0.1,0.1,Three-of-a-Kind,3435,5852,6595,1453,790,740,690,640,590,540
AveragePlayer,5000,0.1,0.1,Straight,1950,1805,1715,1630,1549,1499,1449,1399,1349,1299
AveragePlayer,5000,0.1,0.1,Straight,4229,3364,1934,1838,678,628,578,528,478,408
AveragePlayer,5000,0.1,0.1,Straight,4208,2349,2232,1786,1697,1613,1264,1214,1164,1114
AveragePlayer,5000,0.1,0.1,Flush,4250,2547,2396,1917,1867,1727,1641,1559,1482,479
AveragePlayer,5000,0.1,0.1,Flush,15075,13504,22275,22225,20520,18303,13206,7054,7004,6654
AveragePlayer,5000,0.1,0.1,Flush,4200,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.1,Full house,4950,4900,1233,1183,1133,1083,1033,983,933,863
AveragePlayer,5000,0.1,0.1,Full house,2000,1950,1853,1803,1690,1606,1526,1476,1426,1376
AveragePlayer,5000,0.1,0.1,Full house,4250,2600,2550,2500,2450,2328,2278,2165,2057,1931
AveragePlayer,5000,0.1,0.1,Four-of-a-Kind,4950,4900,4850,4800,4750,4700,1499,1449,1399,1349
AveragePlayer,5000,0.1,0.1,Four-of-a-Kind,4950,4900,4655,4605,4555,4505,4455,4405,4355,4183
AveragePlayer,5000,0.1,0.1,Four-of-a-Kind,4950,4900,4850,4800,4513,4288,4238,4188,3979,3929
AveragePlayer,5000,0.1,0.1,Straight flush,4950,4900,475,425,375,325,300,275,102,102
AveragePlayer,5000,0.1,0.1,Straight flush,4950,4900,712,662,612,562,512,462,412,362
AveragePlayer,5000,0.1,0.1,Straight flush,4950,4900,4850,4800,4750,4700,3286,3236,3027,2977
AveragePlayer,5000,0.1,0.5,High card,1190,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,High card,1130,848,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,High card,17575,17650,17700,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,One pair,13990,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,One pair,20050,20125,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Two pair,2460,555,398,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Two pair,2475,561,421,279,229,179,129,79,29,0
AveragePlayer,5000,0.1,0.5,Three-of-a-Kind,2500,1875,1369,990,743,558,419,315,237,187
AveragePlayer,5000,0.1,0.5,Three-of-a-Kind,2500,565,405,304,254,204,154,104,54,4
AveragePlayer,5000,0.1,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Straight,3730,2760,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Straight,1139,817,613,441,331,281,231,181,131,81
AveragePlayer,5000,0.1,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Flush,3732,2799,2100,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Flush,3730,3680,3630,2685,2014,1511,1461,1096,822,579
AveragePlayer,5000,0.1,0.5,Flush,26590,32467,32542,32592,32667,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Full house,4950,3713,2766,2716,2666,0,0,0,0,0
AveragePlayer,5000,0.1,0.5,Full house,4230,4180,4130,3674,860,645,447,397,347,242
AveragePlayer,5000,0.1,0.5,Four-of-a-Kind,4950,4296,4246,4196,4146,4096,4046,3996,3946,3558
AveragePlayer,5000,0.1,0.5,Four-of-a-Kind,4250,4200,4150,4100,3075,3025,2975,2925,2875,2119
AveragePlayer,5000,0.1,0.5,Four-of-a-Kind,3416,1708,1658,1608,1558,1508,1458,1408,1358,1308
AveragePlayer,5000,0.1,0.5,Straight flush,4950,4900,4850,4800,4750,1620,1570,1520,1470,1420
AveragePlayer,5000,0.1,0.5,Straight flush,4950,1460,1410,1360,1310,1260,1210,1160,1110,1060
AveragePlayer,5000,0.1,0.5,Straight flush,4200,4150,473,423,373,323,273,223,173,123
AveragePlayer,5000,0.1,0.9,High card,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,High card,474,234,129,71,21,21,0,0,0,0
AveragePlayer,5000,0.1,0.9,High card,500,248,137,87,37,37,12,0,0,0
AveragePlayer,5000,0.1,0.9,One pair,460,46,46,46,46,46,46,46,46,46
AveragePlayer,5000,0.1,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,One pair,500,275,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,Two pair,474,261,144,94,44,44,0,0,0,0
AveragePlayer,5000,0.1,0.9,Two pair,500,275,152,102,52,2,2,2,0,0
AveragePlayer,5000,0.1,0.9,Two pair,500,275,138,88,38,38,38,38,38,0
AveragePlayer,5000,0.1,0.9,Three-of-a-Kind,460,253,140,90,40,40,40,40,40,15
AveragePlayer,5000,0.1,0.9,Three-of-a-Kind,460,253,126,76,26,26,26,26,0,0
AveragePlayer,5000,0.1,0.9,Three-of-a-Kind,500,275,124,74,24,24,24,24,24,24
AveragePlayer,5000,0.1,0.9,Straight,434,239,104,54,4,4,4,4,4,4
AveragePlayer,5000,0.1,0.9,Straight,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,Straight,2723,273,151,84,34,34,34,34,34,9
AveragePlayer,5000,0.1,0.9,Flush,2750,1513,833,783,431,381,331,183,101,51
AveragePlayer,5000,0.1,0.9,Flush,446,396,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,Full house,2700,1465,779,729,401,221,122,72,47,47
AveragePlayer,5000,0.1,0.9,Full house,460,253,140,90,40,0,0,0,0,0
AveragePlayer,5000,0.1,0.9,Full house,2750,1513,833,783,431,381,331,281,231,181
AveragePlayer,5000,0.1,0.9,Four-of-a-Kind,4950,4900,4850,4800,4750,2585,2535,2485,2435,2385
AveragePlayer,5000,0.1,0.9,Four-of-a-Kind,4950,4900,2695,2645,2595,2545,2495,2445,2395,1318
AveragePlayer,5000,0.1,0.9,Four-of-a-Kind,4950,4900,3948,3898,3848,2089,2039,1122,1072,710
AveragePlayer,5000,0.1,0.9,Straight flush,2750,1499,1449,1399,1349,1299,1249,1199,1149,1099
AveragePlayer,5000,0.1,0.9,Straight flush,4950,4900,847,797,747,697,647,597,547,497
AveragePlayer,5000,0.1,0.9,Straight flush,2750,1485,1435,1385,1335,1285,707,657,607,557
AveragePlayer,5000,0.5,0.1,High card,12160,16491,26454,35926,36001,36026,36076,36137,36162,36198
AveragePlayer,5000,0.5,0.1,High card,2750,477,427,357,307,257,207,157,107,57
AveragePlayer,5000,0.5,0.1,High card,1940,1843,1475,1425,1354,1287,1237,1176,941,891
AveragePlayer,5000,0.5,0.1,One pair,12125,34410,34485,34560,34605,34680,34725,34800,34825,34850
AveragePlayer,5000,0.5,0.1,One pair,2750,200,150,100,50,0,0,0,0,0
AveragePlayer,5000,0.5,0.1,One pair,2690,2556,2381,1905,1524,1425,1354,1287,1237,990
AveragePlayer,5000,0.5,0.1,Two pair,3416,506,456,386,316,246,196,146,96,46
AveragePlayer,5000,0.5,0.1,Two pair,1980,1881,1485,1411,1361,1311,1246,1196,1137,1087
