Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
AveragePlayer,7500,0.5,0.5,Four-of-a-Kind,5575,5525,5475,4107,4057,4007,3957,3907,2931,2199
AveragePlayer,7500,0.5,0.5,Four-of-a-Kind,2990,2243,2193,1645,1234,1184,1134,668,618,464
AveragePlayer,7500,0.5,0.5,Four-of-a-Kind,7450,5538,3948,2961,2911,2861,2811,1753,1278,1228
AveragePlayer,7500,0.5,0.5,Straight flush,1875,65,15,15,15,15,15,0,0,0
AveragePlayer,7500,0.5,0.5,Straight flush,7450,3688,3638,2729,2028,1978,1465,1079,765,498
AveragePlayer,7500,0.5,0.5,Straight flush,7450,5550,4163,4113,4063,3048,2998,2948,2898,2848
AveragePlayer,7500,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,High card,710,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,One pair,750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Two pair,750,399,220,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Two pair,750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Three-of-a-Kind,750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Three-of-a-Kind,750,399,220,121,71,21,21,21,21,21
AveragePlayer,7500,0.5,0.9,Straight,4125,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Flush,696,383,211,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Flush,696,356,196,108,58,8,8,8,8,8
AveragePlayer,7500,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Full house,6355,637,351,301,166,116,66,66,41,0
AveragePlayer,7500,0.5,0.9,Full house,6333,555,306,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.9,Four-of-a-Kind,4125,4075,4025,3975,3925,2132,2082,1146,631,348
AveragePlayer,7500,0.5,0.9,Four-of-a-Kind,4100,4050,4000,2200,1183,1133,624,574,524,289
AveragePlayer,7500,0.5,0.9,Four-of-a-Kind,7450,2118,2068,2018,1083,569,519,469,419,203
AveragePlayer,7500,0.5,0.9,Straight flush,4125,4075,4025,3975,3925,3875,3825,2104,1158,1108
AveragePlayer,7500,0.5,0.9,Straight flush,7450,7400,4070,2239,2189,1177,648,357,307,257
AveragePlayer,7500,0.5,0.9,Straight flush,750,413,363,186,136,86,36,36,36,36
AveragePlayer,7500,0.9,0.1,High card,2940,2312,617,567,497,447,377,307,257,207
AveragePlayer,7500,0.9,0.1,High card,3000,2380,1884,1508,1207,1123,1067,1014,916,846
AveragePlayer,7500,0.9,0.1,High card,21125,50775,50850,50925,50975,51000,51025,51100,51150,51225
AveragePlayer,7500,0.9,0.1,One pair,24150,38765,38840,38915,38940,39015,39090,52893,52918,52993
AveragePlayer,7500,0.9,0.1,One pair,3999,3200,2540,1992,1594,1276,1213,1153,1096,1018
AveragePlayer,7500,0.9,0.1,One pair,16550,39795,39870,39895,39970,40045,40095,40170,40245,40320
AveragePlayer,7500,0.9,0.1,Two pair,21075,50655,50730,50805,50880,50955,51030,51105,51180,51255
AveragePlayer,7500,0.9,0.1,Two pair,2950,2360,1848,1732,1386,1270,1207,1147,1043,991
AveragePlayer,7500,0.9,0.1,Two pair,3000,2850,2280,1824,1460,1410,1340,1250,1164,1106
AveragePlayer,7500,0.9,0.1,Three-of-a-Kind,2940,2352,1882,1506,1205,820,750,680,610,540
AveragePlayer,7500,0.9,0.1,Three-of-a-Kind,2820,2256,1765,1392,1323,1257,1207,1147,1090,1036
AveragePlayer,7500,0.9,0.1,Three-of-a-Kind,5980,2079,1644,1276,1165,1083,1006,298,248,198
AveragePlayer,7500,0.9,0.1,Straight,3000,2400,1920,1536,1209,1149,1092,1038,987,914
AveragePlayer,7500,0.9,0.1,Straight,4410,2566,2033,1627,1282,1218,1158,1101,1046,994
AveragePlayer,7500,0.9,0.1,Straight,3000,2400,1920,1516,1213,1105,1003,933,863,793
AveragePlayer,7500,0.9,0.1,Flush,4065,1940,180,130,80,30,30,30,0,0
AveragePlayer,7500,0.9,0.1,Flush,4460,3568,2855,2284,1808,1447,1397,1328,1215,1155
AveragePlayer,7500,0.9,0.1,Flush,2880,2304,1844,1476,1379,912,862,812,762,692
AveragePlayer,7500,0.9,0.1,Full house,4460,892,842,772,702,652,602,552,502,452
AveragePlayer,7500,0.9,0.1,Full house,23325,51390,51465,54850,54925,54950,55000,55025,55100,55175
AveragePlayer,7500,0.9,0.1,Full house,3000,2803,2640,2092,1674,1340,1273,1223,1115,1065
AveragePlayer,7500,0.9,0.1,Four-of-a-Kind,21529,34756,50730,53341,53391,53441,57489,57549,57624,57659
AveragePlayer,7500,0.9,0.1,Four-of-a-Kind,3000,1150,1100,1050,1000,950,900,850,800,750
AveragePlayer,7500,0.9,0.1,Four-of-a-Kind,17930,17034,15284,31449,29436,23587,35149,31610,29007,25268
AveragePlayer,7500,0.9,0.1,Straight flush,6285,1475,1425,1375,1307,1257,1207,1157,1107,1057
AveragePlayer,7500,0.9,0.1,Straight flush,3000,2850,2708,2573,2445,2323,2160,2005,1905,1763
AveragePlayer,7500,0.9,0.1,Straight flush,5160,2178,2070,1943,1893,1799,1710,1625,1544,1467
AveragePlayer,7500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Straight,1815,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Flush,3700,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Flush,1704,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Full house,5625,4219,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Full house,20231,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.5,Four-of-a-Kind,26375,26425,26500,26550,26575,26600,26675,26750,26825,26900
AveragePlayer,7500,0.9,0.5,Four-of-a-Kind,1761,1321,954,716,519,390,293,243,193,143
AveragePlayer,7500,0.9,0.5,Four-of-a-Kind,1755,1298,955,905,679,510,383,288,238,188
AveragePlayer,7500,0.9,0.5,Straight flush,1821,1329,997,748,561,421,316,237,187,137
AveragePlayer,7500,0.9,0.5,Straight flush,1704,1241,931,699,525,357,268,218,168,118
AveragePlayer,7500,0.9,0.5,Straight flush,1755,1317,988,938,704,654,491,369,258,208
AveragePlayer,7500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Straight,750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Flush,710,363,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Flush,4098,410,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Full house,696,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Full house,750,385,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.9,0.9,Four-of-a-Kind,750,413,228,126,76,26,0,0,0,0
AveragePlayer,7500,0.9,0.9,Four-of-a-Kind,5210,522,288,159,109,59,9,0,0,0
AveragePlayer,7500,0.9,0.9,Four-of-a-Kind,750,385,212,117,67,17,0,0,0,0
AveragePlayer,7500,0.9,0.9,Straight flush,750,413,363,200,110,60,10,10,10,10
AveragePlayer,7500,0.9,0.9,Straight flush,750,413,200,110,60,35,35,35,35,35
AveragePlayer,7500,0.9,0.9,Straight flush,4112,2262,1245,685,635,350,179,99,49,24
AveragePlayer,10000,0.1,0.1,High card,3980,1592,1513,1438,1388,1338,1288,1238,1188,1138
AveragePlayer,10000,0.1,0.1,High card,28315,44219,61999,71396,71471,71546,71621,71696,71771,71796
AveragePlayer,10000,0.1,0.1,High card,30100,47025,63750,63825,67091,67166,67241,67316,67391,67416
AveragePlayer,10000,0.1,0.1,One pair,6950,4475,582,532,482,432,382,312,262,212
AveragePlayer,10000,0.1,0.1,One pair,6975,3114,2959,2812,2672,2539,2389,2270,2133,2027
AveragePlayer,10000,0.1,0.1,One pair,25285,21493,37326,33450,59806,68876,68926,68999,69074,69124
AveragePlayer,10000,0.1,0.1,Two pair,30075,51217,69498,69548,69623,69648,69723,69798,69873,69948
AveragePlayer,10000,0.1,0.1,Two pair,3940,1506,1431,1381,1312,1262,1212,1162,1112,1062
AveragePlayer,10000,0.1,0.1,Two pair,5920,2368,2203,2093,1655,1464,677,627,577,276
AveragePlayer,10000,0.1,0.1,Three-of-a-Kind,6958,2686,2552,2425,2304,2189,2080,1976,1878,1737
AveragePlayer,10000,0.1,0.1,Three-of-a-Kind,8500,8075,1383,1333,1283,1233,1183,1133,1083,1033
AveragePlayer,10000,0.1,0.1,Three-of-a-Kind,8480,906,856,806,736,686,636,519,469,419
AveragePlayer,10000,0.1,0.1,Straight,6958,5665,2392,2273,2136,1001,951,724,521,348
AveragePlayer,10000,0.1,0.1,Straight,6935,2739,2603,2473,2326,2210,298,248,198,148
AveragePlayer,10000,0.1,0.1,Straight,6826,5565,1972,1874,1781,1692,1608,1247,1185,1135
AveragePlayer,10000,0.1,0.1,Flush,10770,9112,4164,3792,3034,2984,2835,2694,2644,2512
AveragePlayer,10000,0.1,0.1,Flush,8455,1307,1257,1207,1157,1107,1057,1007,957,907
AveragePlayer,10000,0.1,0.1,Flush,8408,8358,3214,3054,3004,2854,2804,2664,2531,2405
AveragePlayer,10000,0.1,0.1,Full house,8475,2772,2722,2539,2489,2365,2315,2265,2152,2045
AveragePlayer,10000,0.1,0.1,Full house,4000,3950,3900,3120,2964,2914,2769,2631,2581,2531
AveragePlayer,10000,0.1,0.1,Full house,3980,3930,3686,3129,2949,2802,2752,2615,2565,2515
AveragePlayer,10000,0.1,0.1,Four-of-a-Kind,9950,3028,2978,2928,2878,2828,2778,2640,2590,2540
AveragePlayer,10000,0.1,0.1,Four-of-a-Kind,9950,9900,9850,9800,9750,9700,9650,9600,9550,9500
AveragePlayer,10000,0.1,0.1,Four-of-a-Kind,9950,9900,9850,9800,9750,9700,9650,9600,9120,9070
AveragePlayer,10000,0.1,0.1,Straight flush,8500,8450,8400,8350,8300,8250,7790,7740,7690,7640
AveragePlayer,10000,0.1,0.1,Straight flush,9950,9453,9403,9353,9303,9253,9203,9153,8696,8646
AveragePlayer,10000,0.1,0.1,Straight flush,9950,9900,9405,9355,9305,9255,9205,9155,997,947
AveragePlayer,10000,0.1,0.5,High card,2380,1785,1302,977,714,536,0,0,0,0
AveragePlayer,10000,0.1,0.5,High card,40100,40175,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,High card,2440,1830,1373,1030,773,580,435,308,258,208
AveragePlayer,10000,0.1,0.5,One pair,2329,1728,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,One pair,2500,1875,1407,1056,792,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,One pair,2500,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Two pair,2500,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Two pair,2440,1793,1345,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Three-of-a-Kind,2500,1875,1407,492,369,277,227,177,127,77
AveragePlayer,10000,0.1,0.5,Three-of-a-Kind,4960,3720,2790,2093,1570,1178,749,562,422,317
AveragePlayer,10000,0.1,0.5,Straight,7500,1875,1407,1056,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Straight,9950,5620,1943,1458,1094,802,602,452,321,271
AveragePlayer,10000,0.1,0.5,Straight,7500,5625,179,129,79,29,29,29,29,29
AveragePlayer,10000,0.1,0.5,Flush,7413,3590,3540,2655,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Flush,7500,5588,4191,4141,4091,3069,2302,2252,2202,2152
AveragePlayer,10000,0.1,0.5,Full house,2500,2450,1800,1350,669,619,0,0,0,0
AveragePlayer,10000,0.1,0.5,Full house,7482,3742,2807,2106,2056,1542,1492,1442,1392,696
AveragePlayer,10000,0.1,0.5,Full house,7500,7450,7400,7350,5475,0,0,0,0,0
AveragePlayer,10000,0.1,0.5,Four-of-a-Kind,3950,3900,3850,3800,3750,3700,3650,3600,3550,3500
AveragePlayer,10000,0.1,0.5,Four-of-a-Kind,9950,9900,9850,9800,9750,1030,980,698,648,598
AveragePlayer,10000,0.1,0.5,Four-of-a-Kind,7000,6950,3380,3330,3280,3230,3180,3130,3080,2310
AveragePlayer,10000,0.1,0.5,Straight flush,9950,9900,1704,1654,1604,1554,1504,1454,1404,1354
AveragePlayer,10000,0.1,0.5,Straight flush,8480,8430,5044,4994,4944,4894,4844,4794,4744,4694
AveragePlayer,10000,0.1,0.5,Straight flush,8480,8430,8380,8330,8280,8230,8180,8130,8080,8030
AveragePlayer,10000,0.1,0.9,High card,1000,550,303,140,90,20,20,0,0,0
AveragePlayer,10000,0.1,0.9,High card,960,515,284,157,87,17,17,17,17,17
AveragePlayer,10000,0.1,0.9,High card,1000,550,303,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,One pair,1000,523,288,159,109,59,9,9,0,0
AveragePlayer,10000,0.1,0.9,One pair,960,501,249,137,87,37,37,37,37,0
AveragePlayer,10000,0.1,0.9,One pair,960,501,262,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Two pair,1000,530,292,161,75,25,0,0,0,0
AveragePlayer,10000,0.1,0.9,Two pair,960,528,291,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Three-of-a-Kind,5475,3012,1657,898,494,272,150,83,33,33
AveragePlayer,10000,0.1,0.9,Three-of-a-Kind,5487,495,273,151,84,34,34,0,0,0
AveragePlayer,10000,0.1,0.9,Three-of-a-Kind,1000,550,303,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Straight,960,528,277,227,125,75,25,25,25,25
AveragePlayer,10000,0.1,0.9,Straight,5500,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Straight,5500,3025,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Flush,5473,3011,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Flush,1000,950,523,288,0,0,0,0,0,0
AveragePlayer,10000,0.1,0.9,Flush,9950,9900,9850,5404,2973,1636,900,850,468,258
AveragePlayer,10000,0.1,0.9,Full house,8458,846,438,241,133,83,33,8,8,8
AveragePlayer,10000,0.1,0.9,Full house,9950,5473,5423,2956,1626,895,493,443,393,217
AveragePlayer,10000,0.1,0.9,Full house,5475,5425,5375,483,433,383,0,0,0,0
AveragePlayer,10000,0.1,0.9,Four-of-a-Kind,9950,9900,990,940,890,840,790,740,690,640
AveragePlayer,10000,0.1,0.9,Four-of-a-Kind,9950,9900,5445,5395,5345,5295,5245,5195,5145,2552
AveragePlayer,10000,0.1,0.9,Four-of-a-Kind,9950,9900,9850,9800,9750,9700,9650,9600,9550,9500
AveragePlayer,10000,0.1,0.9,Straight flush,9950,9900,9850,9800,9750,8026,7976,7926,7876,7826
AveragePlayer,10000,0.1,0.9,Straight flush,9950,8632,8582,8532,1512,1462,1412,1362,1312,1262
AveragePlayer,10000,0.1,0.9,Straight flush,9950,9269,9219,9169,9119,9069,9019,8969,8919,8869
AveragePlayer,10000,0.5,0.1,High card,32125,53053,71692,71767,71842,71892,71967,72042,72117,72192
AveragePlayer,10000,0.5,0.1,High card,4000,3200,2560,2048,1946,1849,1480,1430,1380,1311
AveragePlayer,10000,0.5,0.1,High card,28315,62318,65528,65603,65678,65753,65828,65903,65978,66053
AveragePlayer,10000,0.5,0.1,One pair,34075,47860,69895,73464,73539,73614,73689,73764,73805,73880
AveragePlayer,10000,0.5,0.1,One pair,5314,17241,5961,4749,3800,3040,2888,2311,1849,1480
AveragePlayer,10000,0.5,0.1,One pair,3940,3743,694,644,594,524,454,404,334,284
AveragePlayer,10000,0.5,0.1,Two pair,36000,50475,45339,59223,70871,70946,71021,71046,71121,71196
AveragePlayer,10000,0.5,0.1,Two pair,3940,286,236,186,136,86,36,36,36,0
AveragePlayer,10000,0.5,0.1,Two pair,7000,1534,1458,1338,1272,1222,1161,1080,346,296
AveragePlayer,10000,0.5,0.1,Three-of-a-Kind,8479,5039,2018,1918,245,195,145,95,45,45
AveragePlayer,10000,0.5,0.1,Three-of-a-Kind,4000,3200,3040,2888,2311,2196,1840,1472,1399,1120
AveragePlayer,10000,0.5,0.1,Three-of-a-Kind,5910,1615,1292,1242,1180,1130,1080,1030,931,881
AveragePlayer,10000,0.5,0.1,Straight,7950,3130,2974,2380,1864,1492,1370,1320,1270,1220
AveragePlayer,10000,0.5,0.1,Straight,5960,5910,4708,3767,2994,2396,1917,1534,1228,1178
AveragePlayer,10000,0.5,0.1,Straight,36050,57830,57905,75350,75425,75500,75575,75625,75700,75775
AveragePlayer,10000,0.5,0.1,Flush,9500,322,272,222,172,122,72,22,0,0
AveragePlayer,10000,0.5,0.1,Flush,8500,2823,2259,1808,1447,1328,1278,1228,1178,1128
AveragePlayer,10000,0.5,0.1,Flush,9477,8980,8531,5119,5069,4816,4766,4504,4454,3564
AveragePlayer,10000,0.5,0.1,Full house,9950,2988,2391,2341,2291,1833,1467,1394,1344,1277
AveragePlayer,10000,0.5,0.1,Full house,25037,36918,33481,13393,5575,4460,4410,4190,3890,3840
AveragePlayer,10000,0.5,0.1,Full house,9500,9025,5697,5413,4331,1263,1213,665,608,538
AveragePlayer,10000,0.5,0.1,Four-of-a-Kind,9950,9900,2856,2484,2188,1180,1130,1027,977,927
AveragePlayer,10000,0.5,0.1,Four-of-a-Kind,8500,8075,4810,4570,4520,4470,4199,3990,3791,3741
AveragePlayer,10000,0.5,0.1,Four-of-a-Kind,35337,35287,35237,29780,23299,22135,14122,4888,4838,4597
AveragePlayer,10000,0.5,0.1,Straight flush,9500,2500,2450,2400,2233,2122,2016,1966,1916,1866
AveragePlayer,10000,0.5,0.1,Straight flush,7000,6950,6900,6555,6228,5870,5820,5770,5720,5411
AveragePlayer,10000,0.5,0.1,Straight flush,3980,3781,3569,3367,3199,3149,3099,2897,2612,2482
AveragePlayer,10000,0.5,0.5,High card,35050,35125,35175,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,High card,2440,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,One pair,30219,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,One pair,2389,1792,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,One pair,2440,1830,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Two pair,5000,20075,30186,43492,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Two pair,5000,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Two pair,7500,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Three-of-a-Kind,30125,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Straight,7450,5588,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Straight,7480,1810,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Flush,5000,3750,2775,2082,1524,1143,820,770,578,434
AveragePlayer,10000,0.5,0.5,Flush,9950,2375,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Flush,9950,7443,7393,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Full house,7482,997,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Full house,6958,6908,6858,3430,3380,2517,2467,2417,2454,2404
AveragePlayer,10000,0.5,0.5,Full house,4926,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.5,Four-of-a-Kind,8500,536,402,352,264,214,164,114,64,14
AveragePlayer,10000,0.5,0.5,Four-of-a-Kind,8438,8388,6241,6191,4644,3483,0,0,0,0
AveragePlayer,10000,0.5,0.5,Four-of-a-Kind,8500,6375,4782,4732,4682,4632,3474,3424,3374,2531
AveragePlayer,10000,0.5,0.5,Straight flush,6958,5219,5169,5119,3821,2866,2125,1594,1544,1494
AveragePlayer,10000,0.5,0.5,Straight flush,8480,6360,1590,1193,876,657,554,504,378,284
AveragePlayer,10000,0.5,0.5,Straight flush,7500,5607,4206,4156,3117,3067,2262,1697,1273,637
AveragePlayer,10000,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,High card,946,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,One pair,1000,550,289,146,96,46,46,21,0,0
AveragePlayer,10000,0.5,0.9,One pair,1000,550,275,138,76,6,6,6,0,0
AveragePlayer,10000,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Two pair,974,536,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Three-of-a-Kind,5500,3025,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Three-of-a-Kind,1000,550,303,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Three-of-a-Kind,5500,496,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Straight,960,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Straight,1000,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Straight,1000,550,303,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Flush,946,896,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Flush,960,528,291,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Flush,8438,790,435,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Full house,1000,550,303,167,117,65,15,15,15,15
AveragePlayer,10000,0.5,0.9,Full house,5500,3012,1630,0,0,0,0,0,0,0
AveragePlayer,10000,0.5,0.9,Four-of-a-Kind,5453,5403,5353,2917,2867,1577,1527,840,462,255
AveragePlayer,10000,0.5,0.9,Four-of-a-Kind,1000,550,303,167,117,67,17,17,17,17
AveragePlayer,10000,0.5,0.9,Four-of-a-Kind,23575,23525,12912,7102,7052,3879,3829,2106,1159,610
AveragePlayer,10000,0.5,0.9,Straight flush,5487,3018,2968,1633,1583,871,821,771,721,397
AveragePlayer,10000,0.5,0.9,Straight flush,5487,5437,2963,2913,2863,2813,2763,1520,836,460
AveragePlayer,10000,0.5,0.9,Straight flush,9950,5473,549,499,449,399,220,121,71,46
AveragePlayer,10000,0.9,0.1,High card,32295,51722,51797,51872,51947,52022,52097,52172,52247,52322
AveragePlayer,10000,0.9,0.1,High card,4000,14425,3706,3474,2740,2192,2083,1979,613,535
AveragePlayer,10000,0.9,0.1,High card,3990,3791,2993,2395,1797,1289,1225,1164,732,682
AveragePlayer,10000,0.9,0.1,One pair,3950,3160,2508,2007,1606,1285,1221,1171,1121,1065
AveragePlayer,10000,0.9,0.1,One pair,3880,3104,2444,1956,1565,1252,1190,1131,1075,1022
